job_title,company_Name,job_url,job_Location,job_Summery,job_posted_Date,job_Salary
Lead Mechanical Engineer - Automation Designer,Specialty Tooling Systems,"https://www.indeed.com/q-Specialty-Tooling-Systems-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI 49534",You will be responsible for the design and development of intelligent systems and industrial systems control.,EmployerActive 3 days ago,Estimated $79.5K – $101K a year
Sr Java Developer Specialist,Deloitte,https://www.indeed.com/cmp/Deloitte,"Remote in Grand Rapids, MI","Design, develop and modify software systems and custom components using modern dev stack.",Posted12 days ago,Estimated $91.8K – $116K a year
Automation Engineer,Challenge Manufacturing Company,https://www.indeed.com/cmp/Challenge-Manufacturing,"Walker, MI 49534","Responsible for machine standardization, launch, troubleshooting, maintaining and improvement of highly automated controls, robotic and welding systems.",Posted30+ days ago,Estimated $80.7K – $102K a year
Site Reliability Engineer,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rnoh3n518801&jk=fdd21b7bfe958fb4&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAmCglub3JtdGl0bGUaGXNpdGUgcmVsaWFiaWxpdHkgZW5naW5lZXI%253D,"Remote in Kentwood, MI+4 locations",Our client is revolutionizing how businesses leverage and enhance consumer data.,Posted14 days ago,Estimated $113K – $143K a year
Lead Adobe Experience Manager (AEM) Developer,"Haworth, Inc.",https://www.indeed.com/cmp/Haworth,"Remote in Holland, MI","As a Lead Adobe Experience Manager (AEM) Developer ~ Holland, MI or Remote, you will:",Posted30+ days ago,Estimated $112K – $141K a year
US Tech - Full Stack Tech Lead (Remote),PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Remote in Grand Rapids, MI","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted30+ days ago,Estimated $89.9K – $114K a year
Digital Products - Site Reliability Engineer (SRE - DBaaS),PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)","Our skilled technologists, data scientists, product managers and business strategists are passionate about using technology to accelerate change.",Posted30+ days ago,Estimated $106K – $134K a year
,Sekisui Kydek,"https://www.indeed.com/q-Sekisui-Kydek-l-Holland,-MI-jobs.html","Holland, MI 49423","The Automation Technology Engineer is primarily responsible for executing the activities pertaining to continuous process improvement in safety, quality,…",Posted2 days ago,
Associate Software Developer,Brooksource,https://www.indeed.com/cmp/Brooksource,"Grand Rapids, MI",*We cannot provide sponsorship at this time*.,Posted30+ days ago,
Senior Software Developer - Angular & Node (Remote),PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Remote in Grand Rapids, MI","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted30+ days ago,Estimated $91.1K – $115K a year
NIS - Java Developer Senior Associate,PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)","Use feedback and reflection to develop self awareness, personal strengths and address development areas.",Posted27 days ago,Estimated $94.3K – $119K a year
Senior .Net Developer,Dynamic Media,https://www.indeed.com/cmp/Dynamic-Media,Remote in Michigan,Duration: Full Time - Direct Hire (Company will consider work-visa sponsorship).,Posted30+ days ago,
Backend Engineer - PHP,foreUP Golf Inc.,,Michigan,"Competitive salary, benefits, unlimited vacation*.",Posted30+ days ago,
Senior Software Engineer,Dematic,https://www.indeed.com/cmp/Dematic,"Grand Rapids, MI",Then check out Dematic – the Global Leader in the Logistics and Material Handling Industry.,Posted30+ days ago,
Automation Engineer,Lear Corporation,https://www.indeed.com/cmp/Lear-Corporation,"Sparta, MI 49345","As a member of the Automation team, the Automation Engineer will be responsible for Leading, Supporting, Implementing, and Managing Automation projections while…",Posted8 days ago,
Python Engineer,Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI",Their formative assessment products turn data into practical instructional support to help students at every skill level build a strong foundation in early…,Posted30+ days ago,
Principal Cloud Back-End Developer,Twisthink,https://www.indeed.com/cmp/Twisthink,"Hybrid remote in Holland, MI",Twisthink is looking for an experienced Back-End Developer to design and build custom IoT solutions to run on the AWS platform.,Posted30+ days ago,
AWS Infrastructure | DevOps Lead Engineer - Location Open,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)",The practice aims at developing service-oriented architecture (SOA) and other integration solutions to enable information sharing and management between…,Posted30+ days ago,
Automation Technology Engineer,SEKISUI KYDEX,https://www.indeed.com/cmp/Sekisui-Kydex,"Holland, MI 49423","SEKISUI Chemical's corporate commitment to Speed, Service, and Superiority is realized through the KYDEX® Thermoplastic business model of manufacturing bespoke…",Posted30+ days ago,
Senior Software Engineer - Technical Lead,Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI",Their formative assessment products turn data into practical instructional support to help students at every skill level build a strong foundation in early…,Posted30+ days ago,
Solution Engineer- Mobile Automation,Dematic,https://www.indeed.com/cmp/Dematic,"Holland, MI 49424","The primary responsibilities will be working with the Sales team to learn customer needs, define the right automation solutions, and provide technical support…",Posted28 days ago,
NIS - Junior Java Developer in DevOps,PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)","Use feedback and reflection to develop self awareness, personal strengths and address development areas.",Posted30+ days ago,
Automation Solutions Development Lead Engineer - Manufacturing (Grand Rapids),Burns & McDonnell,https://www.indeed.com/cmp/Burns-&-Mcdonnell,"Zeeland, MI","The Automation Solutions Development Lead Engineer will lead automation design on project teams to create world class designs for new projects, alterations and…",Posted30+ days ago,
Beginner to Mid-Level Software Engineer,GenSpark,,United States,"During your first 6-12 weeks with GenSpark, we invest in you by providing free, intensive technical and soft skill training to take your skills to the next…",Posted21 days ago,
,Carley Corporation,https://www.indeed.com/cmp/Carley-Corporation,United States,"SUMMARY: This position is responsible for the programming elements for interactive multimedia instruction for a variety of delivery methods, including…",Posted6 days ago,
,SummitWorks Technologies Inc,,United States,Role*: Entry Level developer (.NET & Front-End Technologies).,EmployerActive 2 days ago,
Entry Level Software Developer,Smoothstack Inc,https://www.indeed.com/cmp/Smoothstack-Inc.,United States,"We mainly specialize in Full Stack Java development, Cloud, DevSecOps, Networking, Cyber Security, Artificial Intelligence (AI), Business Intelligence (BI),…",Posted29 days ago,
Unity Courseware Programmer II,Carley Corporation,https://www.indeed.com/cmp/Carley-Corporation,United States,"SUMMARY: This position is responsible for the programming elements for interactive multimedia instruction for a variety of delivery methods, including…",EmployerActive 21 days ago,
